id,created_at,updated_at,deleted_at,birth_date,status,version,city,state,last_date_purchase,average_ticket,items_quantity,all_revenue,all_orders,recency,marketing_source,tempo_cancelamento,cancelamento_ultimo_pedido,cancelamento
7c9c921c-ee38-4f31-bb44-7b8dc9c54a96,2017-05-16 00:41:00,2021-01-15 11:23:00,,1995-01-02,active,3.39.2, Barros das Flores,PB,2021-01-15 11:23:00,210.120474304686,8,1891.08426874217,9,34,none,,,
70270050-1299-4515-8d62-0737b704b21e,2017-09-28 09:50:00,2021-01-11 11:23:00,,1992-10-11,active,2.27.11, Fernandes de Goiás,RR,2021-01-11 11:23:00,205.972833001957,7,823.891332007826,4,38,paid_search,,,
9e755f27-01e7-4e2f-aaba-18f733f3e3d9,2016-12-06 20:43:00,2018-06-17 23:59:00,2018-06-17 23:59:00,2066-01-25,canceled,5.31.5, Moreira do Galho,AP,2017-07-13 06:36:00,190.017737362342,9,1140.10642417405,6,1316,crm,558 days 03:16:00,339 days 17:23:00,2018-06-17
3e969ef1-aeb9-4fe1-b6f4-8723e5e1c3aa,2019-05-04 18:17:00,2021-01-14 11:23:00,,2057-02-02,active,3.29.12, Pinto,SP,2021-01-14 11:23:00,211.11154211438,9,1900.00387902942,9,35,organic_search,,,
a82a42c8-f43c-448c-9065-75be4f1afc1e,2019-12-27 04:21:00,2021-01-01 11:23:00,,1992-01-03,active,4.27.8, da Cruz Verde,PE,2021-01-01 11:23:00,170.226789458238,11,170.226789458238,1,48,organic_search,,,
48c5e611-835d-4aad-9a42-114dfd93c01b,2016-07-17 10:30:00,2021-01-11 11:23:00,,2067-08-22,active,5.22.8, da Mota da Prata,RJ,2021-01-11 11:23:00,239.507793227369,5,1676.55455259158,7,38,crm,,,
a93750f0-245d-46c9-8a22-9a443b5e113f,2020-03-27 16:39:00,2021-01-12 11:23:00,,1978-03-03,active,3.25.15, Aragão da Serra,MG,2021-01-12 11:23:00,233.63372161434,9,2336.3372161434,10,37,paid_search,,,
26c34403-0e15-425f-be4a-afc20859f83c,2020-05-04 22:14:00,2021-01-02 11:23:00,,2046-01-16,active,2.37.4, Moraes das Flores,PR,2021-01-02 11:23:00,215.059697649024,4,1935.53727884121,9,47,organic_search,,,
e6da0965-4e0d-411a-9f25-02fd92e189c8,2018-01-28 13:56:00,2021-01-17 11:23:00,,2047-10-30,active,6.23.8, da Rosa,MG,2021-01-17 11:23:00,203.411009426281,10,0.0,0,32,organic_search,,,
19ac760a-2aa1-4ed3-8370-20d32e192216,2019-01-01 02:47:00,2021-01-14 11:23:00,,1974-05-30,active,4.14.5, Vieira,MA,2021-01-14 11:23:00,234.989979244226,8,234.989979244226,1,35,crm,,,
e3adb3ef-3ec1-4151-a8fe-e63e267643b3,2018-08-25 03:29:00,2021-01-11 11:23:00,,1980-10-08,active,5.13.12, Nunes,AL,2021-01-11 11:23:00,225.672774441914,1,1128.36387220957,5,38,paid_search,,,
4324c05a-26b5-4aec-ae71-8300b2298b0c,2019-02-28 07:55:00,2021-01-12 11:23:00,,2060-02-14,paused,4.14.10, Araújo da Serra,PI,2021-01-12 11:23:00,203.890563538895,14,2242.79619892784,11,37,direct,,,
03718a9c-d9d8-42e9-aae2-3fce5eff9e21,2017-09-21 09:33:00,2018-12-11 04:09:00,2018-12-11 04:09:00,1979-10-18,canceled,2.15.3, Ferreira Alegre,SP,2017-11-09 17:40:00,234.207817808963,11,468.415635617926,2,1196,organic_search,445 days 18:36:00,396 days 10:29:00,2018-12-11
115ddac9-09e9-45e0-ac86-e13dde27d67b,2020-09-17 00:16:00,2021-01-13 11:23:00,,2048-09-26,active,5.18.12, Viana da Prata,RO,2021-01-13 11:23:00,249.167856239939,9,1245.83928119969,5,36,organic_search,,,
e5d227a6-f8ad-41f9-9da3-c91c98dc9f9b,2016-02-23 06:14:00,2021-01-16 11:23:00,,2071-03-29,active,4.33.4, Peixoto,SP,2021-01-16 11:23:00,153.963453073141,14,1693.59798380455,11,33,telegram_whatsapp,,,
0bcdfb2a-2636-4a8a-8d1c-fce2089e54b2,2018-12-24 18:02:00,2021-01-20 11:23:00,,2067-12-17,active,1.26.9, Moreira de Goiás,AM,2021-01-20 11:23:00,237.549636075951,7,237.549636075951,1,29,organic_search,,,
b7ac997d-f028-479f-a969-7a816aaa64b7,2019-10-11 10:53:00,2021-01-20 11:23:00,,1990-02-18,active,3.20.6, Peixoto de Costela,PR,2021-01-20 11:23:00,208.547827253723,6,834.191309014893,4,29,organic_search,,,
a9245618-8609-4eea-9547-158e089de080,2016-07-17 05:37:00,2021-01-20 11:23:00,,2053-06-01,active,4.23.8, da Luz Alegre,AC,2021-01-20 11:23:00,217.272851020045,10,1520.90995714031,7,29,direct,,,
6b767190-8f4b-47ed-88fc-be992e576506,2018-12-03 00:40:00,2021-01-17 11:23:00,,1995-02-23,active,6.11.2, da Mota Verde,RO,2021-01-17 11:23:00,195.512306384609,8,391.024612769218,2,32,paid_search,,,
f1a447fc-d9f7-4d7f-81f9-29ad2828e8d8,2016-11-06 20:45:00,2021-01-10 11:23:00,,2044-02-05,active,3.22.10, Novaes,MT,2021-01-10 11:23:00,203.883422246481,5,611.650266739444,3,39,organic_search,,,
a2bf4ace-cbdd-4908-9cdb-f0a938be8542,2016-06-22 12:01:00,2021-01-12 11:23:00,,1982-01-23,active,4.31.6, Ramos,AC,2021-01-12 11:23:00,246.656841831285,9,1726.597892819,7,37,organic_search,,,
0d43cacb-da13-4f51-aed1-f254ce96af68,2020-08-03 13:20:00,2021-01-01 11:23:00,,1981-03-06,active,2.3.5, Dias do Sul,CE,2021-01-01 11:23:00,239.596285708951,6,1437.57771425371,6,48,organic_search,,,
ccbf428a-6db5-4ddd-abcf-7e24a43adf83,2019-12-19 00:09:00,2021-01-06 11:23:00,,2045-09-07,active,5.18.6, Castro de Ramos,RN,2021-01-06 11:23:00,194.324176304985,4,194.324176304985,1,43,organic_search,,,
9e51382b-e7dc-4430-9d04-f39b36d25cf6,2020-09-02 18:53:00,2021-02-14 18:19:00,2021-02-14 18:19:00,1975-11-08,canceled,4.22.8, Almeida,MS,2020-12-24 06:42:00,215.223848233412,10,1076.11924116706,5,56,organic_search,164 days 23:26:00,52 days 11:37:00,2021-02-14
85d92dc5-5795-4ee3-a7d3-5f7c9bc170cf,2017-11-12 21:52:00,2021-01-03 11:23:00,,2042-12-06,active,4.9.9, Pereira da Mata,PE,2021-01-03 11:23:00,243.957050463866,11,731.871151391597,3,46,organic_search,,,
a93a30d5-2cb9-4d20-ad1b-033a6e1fe36e,2019-02-02 20:20:00,2021-01-23 11:23:00,,1992-02-14,paused,3.5.4, Correia do Galho,RO,2021-01-23 11:23:00,226.218157383166,8,0.0,0,26,paid_search,,,
4d5e4c58-00a0-49f1-baf5-efbb07c9a12b,2020-03-16 23:07:00,2021-01-16 11:23:00,,1995-10-21,active,3.26.7, Jesus,RN,2021-01-16 11:23:00,198.593393922566,3,2184.52733314822,11,33,crm,,,
28343da1-57e8-48fa-a3bc-a51a9b3997d0,2019-04-15 17:52:00,2021-01-16 11:23:00,,2053-05-27,active,4.6.7, Caldeira de Mendes,AL,2021-01-16 11:23:00,268.321120484149,10,2683.21120484149,10,33,direct,,,
1596b903-4727-4577-9ba8-587d81bbf53b,2020-07-14 12:26:00,2021-01-15 11:23:00,,2060-09-22,active,5.5.5, Rezende do Galho,CE,2021-01-15 11:23:00,249.33034971664,2,1745.31244801648,7,34,organic_search,,,
ba608958-52b6-4781-8658-d2d2b86be4f2,2017-07-21 01:51:00,2021-01-16 11:23:00,,2066-03-22,active,4.9.12, Barbosa do Oeste,AL,2021-01-16 11:23:00,260.97603839608,10,1565.85623037648,6,33,telegram_whatsapp,,,
f2dcd892-71ad-4f36-8907-25a4f0f982af,2018-06-18 11:08:00,2021-01-14 11:23:00,,2069-11-10,paused,4.30.9, Monteiro,AP,2021-01-14 11:23:00,226.182000250555,10,1583.27400175388,7,35,direct,,,
27bfc6b1-9138-4ec9-b154-7c7e8424f01a,2016-07-28 00:34:00,2021-01-13 11:23:00,,2071-01-06,active,5.16.4, Ferreira de Correia,MS,2021-01-13 11:23:00,195.534254948671,9,1173.20552969202,6,36,direct,,,
5d51df8b-efcb-47dd-b23f-b7614762a2cc,2020-03-11 01:14:00,2021-01-16 11:23:00,,1982-12-02,active,5.35.6, Silva do Sul,AC,2021-01-16 11:23:00,224.726317809709,10,2471.98949590679,11,33,direct,,,
bc8d20cb-ab19-4606-8f92-16320172f490,2020-01-20 18:11:00,2021-01-25 11:23:00,,2067-12-30,paused,4.38.8, Farias,SP,2021-01-25 11:23:00,213.950564911043,7,0.0,0,24,paid_search,,,
e29c527e-e8d3-477f-822a-6b17fc9f4e45,2019-04-06 05:40:00,2021-01-11 11:23:00,,2064-12-25,active,2.20.9, Lima,MA,2021-01-11 11:23:00,245.649380354298,6,2456.49380354299,10,38,direct,,,
f58205b0-66fb-4c92-b4cc-561ebfdfc4db,2018-10-31 05:36:00,2021-01-18 11:23:00,,1987-10-08,active,4.59.7, Farias,PE,2021-01-18 11:23:00,201.918434033003,7,605.75530209901,3,31,direct,,,
9b082221-d17d-499d-bfef-4095ff28c395,2017-03-10 06:26:00,2021-01-13 11:23:00,,2057-04-12,active,4.37.8, da Costa,RO,2021-01-13 11:23:00,217.081295858897,6,2387.89425444787,11,36,direct,,,
9ef493da-4ba2-43eb-bd71-c48ae86091db,2019-12-23 10:11:00,2021-01-15 11:23:00,,2067-02-19,active,5.9.9, Oliveira,MS,2021-01-15 11:23:00,239.929212754057,8,239.929212754057,1,34,direct,,,
ffa4ce14-b87d-4bcb-a91c-7f3c1970a53a,2017-11-25 06:41:00,2021-01-17 11:23:00,,1979-05-14,active,2.19.9, Duarte,RN,2021-01-17 11:23:00,233.638233077992,4,467.276466155983,2,32,crm,,,
3cf94f1f-0f9b-4976-8195-73a7ecafe2d8,2020-10-16 06:29:00,2021-01-09 11:23:00,,2059-01-19,paused,4.14.12, da Mota do Norte,PA,2021-01-09 11:23:00,181.339657943033,17,725.358631772133,4,40,paid_search,,,
5f5ddbe2-93fd-470c-a068-5e59712c1f55,2016-08-25 03:51:00,2021-01-15 11:23:00,,1990-07-17,active,4.33.7, da Mota de Carvalho,AP,2021-01-15 11:23:00,234.832856331875,7,1174.16428165937,5,34,direct,,,
1f79daa2-3a86-49a1-8d2c-32323de60490,2017-11-19 13:09:00,2021-01-17 11:23:00,,1991-04-25,paused,3.50.10, da Cruz de Goiás,MS,2021-01-17 11:23:00,255.730012499711,9,511.460024999423,2,32,organic_search,,,
7c404591-029e-4898-abfc-96880d18e75b,2019-12-12 07:26:00,2021-01-08 11:23:00,,2045-05-11,active,4.27.8, Cardoso das Flores,MA,2021-01-08 11:23:00,191.050882091558,16,382.101764183115,2,41,crm,,,
a5c9eb03-3f75-47c0-bdfb-c1019b68c4be,2018-05-03 06:29:00,2021-01-11 11:23:00,,2065-04-17,active,5.20.6, da Mota,PA,2021-01-11 11:23:00,230.905851598029,11,2078.15266438227,9,38,organic_search,,,
e696883c-3669-4fa8-8e0f-89a07dd59fe4,2021-01-19 13:44:00,2021-01-13 11:23:00,,2051-07-08,active,5.32.2, Peixoto,MS,2021-01-13 11:23:00,252.949592191974,7,0.0,0,36,telegram_whatsapp,,,
4d204e01-7361-4066-bc0a-a81623b05504,2016-06-16 09:11:00,2021-01-12 11:23:00,,2045-12-16,paused,3.27.3, da Rocha da Prata,PB,2021-01-12 11:23:00,230.801732477258,8,1846.41385981807,8,37,direct,,,
010b1a88-666f-45d3-8068-8ef6267fa6a8,2017-04-25 05:18:00,2021-01-20 11:23:00,,1980-08-14,active,4.6.4, Azevedo da Prata,AC,2021-01-20 11:23:00,238.58609038093,7,2147.27481342837,9,29,organic_search,,,
0e5e7a01-6bec-47e3-9c7c-72648063f062,2020-07-20 20:12:00,2021-01-12 11:23:00,,1986-03-28,paused,4.9.6, Novaes,RO,2021-01-12 11:23:00,236.023144770476,11,1416.13886862286,6,37,organic_search,,,
5951efb4-dc0a-4656-b1e9-b90d10edd2dc,2020-06-09 22:12:00,2021-01-21 11:23:00,,2041-07-19,active,6.39.5, Santos,PB,2021-01-21 11:23:00,224.486809577203,12,1795.89447661762,8,28,crm,,,
5b8e2daf-37c8-4fee-a7cf-8e69996b61ee,2020-10-17 00:39:00,2021-01-11 11:23:00,,2061-11-26,active,2.13.7, Monteiro de Monteiro,MS,2021-01-11 11:23:00,255.043081317145,11,1020.17232526858,4,38,direct,,,
74591611-b96f-47c7-9658-df5ee9591144,2016-07-26 06:20:00,2021-01-18 11:23:00,,1991-01-13,active,3.26.8, Novaes de Minas,ES,2021-01-18 11:23:00,195.152974144341,8,1170.91784486604,6,31,direct,,,
8e427e33-454a-4bff-861e-929763bb00b7,2020-03-09 21:10:00,2021-01-17 11:23:00,,2068-12-25,active,3.4.7, Caldeira do Oeste,SE,2021-01-17 11:23:00,222.203862757162,11,2444.24249032878,11,32,crm,,,
27840b94-e131-447d-8cc2-5d51d5329659,2016-03-30 04:12:00,2021-01-15 11:23:00,,2055-11-24,active,3.35.7, Carvalho de da Paz,AP,2021-01-15 11:23:00,246.779614028754,13,2467.79614028754,10,34,direct,,,
5545e738-de0f-4740-b517-cc480aa5bc30,2017-02-06 09:03:00,2020-08-24 09:44:00,2020-08-24 09:44:00,1976-07-28,canceled,4.28.11, Costa Paulista,RS,2017-07-23 11:11:00,211.300131611378,6,1267.80078966827,6,1306,organic_search,1295 days 00:41:00,1127 days 22:33:00,2020-08-24
534acfcc-6cb2-41b4-93e4-51c0aaa73d30,2019-12-28 18:16:00,2021-01-10 11:23:00,,2071-09-29,active,1.18.8, Aragão dos Dourados,PE,2021-01-10 11:23:00,227.747911057794,9,227.747911057794,1,39,paid_search,,,
ad63ab0d-064e-4b7c-ad1c-7ab92e7df312,2018-07-10 04:04:00,2021-01-20 11:23:00,,2047-01-17,active,4.30.4, Pinto de Ramos,MT,2021-01-20 11:23:00,234.479965480208,11,1641.35975836146,7,29,organic_search,,,
a135479d-06e8-4547-b460-7213e9cfbda5,2017-08-23 01:29:00,2021-01-14 11:23:00,,1989-05-03,active,3.17.9, das Neves,ES,2021-01-14 11:23:00,232.030431895634,8,1160.15215947817,5,35,telegram_whatsapp,,,
f0b6aeb0-9632-4e1d-ba5d-6b81d83b8335,2018-10-16 17:46:00,2021-01-07 11:23:00,,2055-02-01,active,3.21.12, Melo,PE,2021-01-07 11:23:00,186.320481738475,11,745.2819269539,4,42,organic_search,,,
b5cf4262-1c77-4c3b-8327-d7019ca09451,2017-01-02 14:44:00,2021-01-14 11:23:00,,1988-05-30,paused,3.25.7, Castro Alegre,DF,2021-01-14 11:23:00,175.468755201359,12,175.468755201359,1,35,direct,,,
022b4342-be90-48a4-99b7-b9d4ac21a795,2020-01-28 05:33:00,2021-01-10 11:23:00,,1995-12-13,active,5.27.3, da Paz da Serra,BA,2021-01-10 11:23:00,203.973933122367,9,0.0,0,39,none,,,
93fcfbae-f2e9-4245-aba8-241f21151670,2017-04-04 04:31:00,2021-01-07 11:23:00,,1980-01-23,active,4.16.3, Pereira de Goiás,RS,2021-01-07 11:23:00,250.769618282105,7,2507.69618282105,10,42,organic_search,,,
8f90cf4d-4e65-416e-8cf9-6309102c0f6e,2018-12-16 05:43:00,2021-01-20 11:23:00,,2069-10-21,active,4.32.7, Moreira,AC,2021-01-20 11:23:00,228.247319888668,7,456.494639777335,2,29,direct,,,
7b4a8a5b-73cd-4abc-acc6-2aba78f1ab40,2020-03-26 03:25:00,2021-01-15 11:23:00,,1982-03-10,active,3.10.8, Ferreira do Campo,RO,2021-01-15 11:23:00,225.183494831268,11,2251.83494831268,10,34,organic_search,,,
0bd41d8e-a514-40b2-95f2-7c258e595528,2020-07-28 16:55:00,2021-01-15 11:23:00,,1992-12-07,active,5.2.8, da Cunha de Cavalcanti,RJ,2021-01-15 11:23:00,228.12618236153,9,1368.75709416918,6,34,organic_search,,,
65cb3a14-4688-4a56-a95d-400cc3ea559c,2017-02-13 04:48:00,2021-01-03 11:23:00,,2048-02-08,paused,4.43.6, Ferreira,MS,2021-01-03 11:23:00,223.973941276092,13,0.0,0,46,organic_search,,,
f13579a8-14bb-45e8-9445-b2eba5149c1e,2018-06-15 09:46:00,2021-01-15 11:23:00,,1975-06-19,active,4.17.4, Nogueira do Campo,RO,2021-01-15 11:23:00,181.200663440803,11,1449.60530752642,8,34,organic_search,,,
3ce9f852-cbd2-49d9-9995-26617453b731,2018-11-22 07:04:00,2021-01-13 11:23:00,,2070-11-16,active,3.9.8, Fogaça,PE,2021-01-13 11:23:00,217.00497194581,10,434.00994389162,2,36,crm,,,
54876574-35f5-4dd8-a2ee-acf3aa3e4157,2021-01-29 00:22:00,2021-01-07 11:23:00,,1984-06-23,paused,3.27.10, Nunes de Novaes,CE,2021-01-07 11:23:00,196.241001436042,9,0.0,0,42,paid_search,,,
01d3d955-35ad-41bf-a2b1-10db0e7c3114,2016-07-12 09:55:00,2021-01-08 11:23:00,,2055-11-06,active,5.18.14, Duarte do Galho,RR,2021-01-08 11:23:00,235.245423894362,9,1646.71796726053,7,41,direct,,,
47969486-006c-46ba-8f32-b3aebead84a4,2016-03-02 21:20:00,2021-01-05 11:23:00,,1992-10-26,active,3.25.9, Santos dos Dourados,BA,2021-01-05 11:23:00,215.078336795206,13,2365.86170474727,11,44,direct,,,
c0db8d3b-2b99-45d3-8dcf-450a47383369,2017-09-23 13:15:00,2021-01-14 11:23:00,,2042-11-07,active,5.24.5, Rodrigues de Minas,SC,2021-01-14 11:23:00,181.71202754759,10,726.848110190358,4,35,organic_search,,,
7b9df4bc-e888-4b55-99aa-39de36171d72,2019-05-11 21:33:00,2021-01-20 11:23:00,,2060-05-22,active,4.18.7, Carvalho dos Dourados,MA,2021-01-20 11:23:00,238.574757098247,7,2147.17281388422,9,29,direct,,,
4fb52027-a4fc-4197-a5b7-fefca39cc07e,2018-03-06 06:46:00,2021-01-11 11:23:00,,1977-05-06,active,5.51.9, Porto,MS,2021-01-11 11:23:00,207.405405067743,6,2281.45945574517,11,38,paid_search,,,
739eca27-de10-4b34-b08b-dadc4f543bf8,2018-01-29 08:31:00,2021-01-18 11:23:00,,2065-06-22,active,4.14.6, Castro,PI,2021-01-18 11:23:00,223.726186273661,8,0.0,0,31,organic_search,,,
c4405c55-213e-4051-aa36-ae1523cf5f9b,2018-01-13 05:11:00,2021-01-15 11:23:00,,2043-12-16,active,4.41.3, Farias,MS,2021-01-15 11:23:00,221.204828854516,15,221.204828854516,1,34,direct,,,
8f600cdd-2922-4068-b016-5ead1fffd51a,2017-07-18 00:07:00,2021-01-21 11:23:00,,2040-12-20,active,4.14.2, Alves,PB,2021-01-21 11:23:00,229.907867384035,11,1379.44720430421,6,28,crm,,,
ab77fb95-a328-4bdd-869d-a7353f6bb2f3,2020-11-25 08:12:00,2020-12-08 06:45:00,2020-12-08 06:45:00,2049-08-11,canceled,4.32.5, Almeida Alegre,SE,2020-11-27 21:42:00,214.151632326542,15,0.0,0,82,direct,12 days 22:33:00,10 days 09:03:00,2020-12-08
688173b6-22e2-45d1-a95f-3e5a6272f1b8,2018-11-22 11:29:00,2021-01-14 11:23:00,,1980-01-09,active,4.22.7, Oliveira do Norte,CE,2021-01-14 11:23:00,232.246640742931,6,464.493281485861,2,35,paid_search,,,
2dd7f990-9382-44a4-9ef5-a7e3a9fc4039,2020-06-10 20:39:00,2021-01-07 11:23:00,,1978-11-07,active,5.29.6, Aragão,CE,2021-01-07 11:23:00,249.402800963249,12,1995.22240770599,8,42,organic_search,,,
ec24d488-7778-4207-8f2d-10eca4c49944,2016-04-01 13:08:00,2021-01-14 11:23:00,,2064-07-05,active,4.37.15, Silva da Serra,RJ,2021-01-14 11:23:00,200.291298219379,7,2002.91298219379,10,35,direct,,,
bef5d59d-2d6f-42d4-9f58-d28d6b5a3147,2017-07-04 14:10:00,2021-01-11 11:23:00,,2053-10-18,active,3.34.3, Cardoso,DF,2021-01-11 11:23:00,251.504702211003,12,1760.53291547702,7,38,direct,,,
35607577-327c-4c23-be32-5a33317a34fb,2017-09-16 22:38:00,2021-01-13 11:23:00,,1973-07-23,active,1.23.10, Barbosa,RJ,2021-01-13 11:23:00,219.349241037161,7,1096.7462051858,5,36,direct,,,
f5428830-ec2a-4985-b7db-3be596e6fda7,2018-02-23 20:14:00,2021-01-21 11:23:00,,2041-11-29,active,3.19.5, Nunes,GO,2021-01-21 11:23:00,196.556867255792,6,2162.12553981371,11,28,telegram_whatsapp,,,
f0378b1b-28ff-47fd-b820-390790348f58,2018-07-06 20:37:00,2021-01-13 11:23:00,,2071-02-15,active,5.17.8, Mendes do Amparo,PR,2021-01-13 11:23:00,190.200651411661,11,1331.40455988163,7,36,direct,,,
6cee7bdb-2aa1-49cc-9964-3a70fdcc945e,2016-07-13 09:27:00,2021-01-20 11:23:00,,2067-08-21,active,3.24.8, Araújo do Campo,RS,2021-01-20 11:23:00,223.729278223315,14,1566.1049475632,7,29,organic_search,,,
76c4ce18-4aae-4adb-865b-1e3439e36d93,2018-09-30 09:16:00,2021-01-11 11:23:00,,1985-11-18,active,3.21.9, Monteiro do Norte,PA,2021-01-11 11:23:00,157.895500399219,12,631.582001596876,4,38,organic_search,,,
264cdf19-2c84-4c7e-ac30-2c159f25007d,2016-09-07 07:43:00,2021-01-13 11:23:00,,1980-07-22,active,4.18.5, Silva de Santos,ES,2021-01-13 11:23:00,220.624313115083,10,1103.12156557541,5,36,organic_search,,,
37437718-468d-414b-ade8-f07699d30130,2020-06-23 07:22:00,2020-12-31 11:23:00,,1983-03-21,active,3.31.8, Almeida da Praia,SE,2020-12-31 11:23:00,248.040153260223,3,1736.28107282156,7,49,paid_search,,,
61063f16-04b4-4901-b53a-a899db13e7b8,2018-11-23 04:41:00,2021-01-19 11:23:00,,1982-05-10,paused,4.4.5, Cardoso,MG,2021-01-19 11:23:00,204.341238051919,7,408.682476103839,2,30,direct,,,
b217e7c2-643f-40f9-b530-981ba89b9930,2019-11-04 18:08:00,2021-01-12 11:23:00,,1990-05-19,active,3.34.9, Barros da Mata,MS,2021-01-12 11:23:00,230.732410675757,5,692.19723202727,3,37,crm,,,
c0d05bb9-2d6c-495b-bd3b-c7e9cb27dae1,2016-09-14 18:21:00,2021-01-08 11:23:00,,1988-11-02,active,4.27.4, Almeida de Goiás,RN,2021-01-08 11:23:00,214.843731314246,9,1074.21865657123,5,41,telegram_whatsapp,,,
8b0a3c23-5f93-4660-a8d8-149f2d34fddf,2019-08-29 18:38:00,2021-01-11 11:23:00,,2047-03-11,active,3.37.6, Teixeira da Prata,PB,2021-01-11 11:23:00,180.102746072584,7,900.513730362919,5,38,organic_search,,,
aae6dcc8-93ed-4b10-a951-5ff50de346e4,2016-03-15 18:58:00,2021-01-11 11:23:00,,2067-08-02,active,4.-4.8, Peixoto de Rocha,GO,2021-01-11 11:23:00,176.168595133374,5,1937.85454646711,11,38,paid_search,,,
02f5ad2c-1250-4efa-a8a9-9a49c946e8b7,2018-02-05 21:17:00,2021-01-11 11:23:00,,1988-05-31,active,2.30.4, Teixeira do Campo,GO,2021-01-11 11:23:00,239.957106379557,9,0.0,0,38,organic_search,,,
6eb60507-0898-4e3d-887a-0af3216b8c8c,2020-04-17 21:41:00,2021-01-26 11:23:00,,2046-10-10,active,4.16.9, Moraes,ES,2021-01-26 11:23:00,206.562396767403,11,2065.62396767403,10,23,organic_search,,,
68cdc127-465b-4053-8e90-1bdedf5182ef,2019-07-28 10:15:00,2021-01-15 11:23:00,,1986-01-06,active,3.6.6, Mendes do Sul,PB,2021-01-15 11:23:00,162.715589806429,4,976.293538838575,6,34,direct,,,
577d15e0-5b86-43aa-bbe1-d047718e25a0,2017-03-21 06:42:00,2021-01-14 11:23:00,,2061-10-01,paused,2.7.17, Rocha do Amparo,MS,2021-01-14 11:23:00,176.566054082557,10,1765.66054082557,10,35,telegram_whatsapp,,,
b2b6a63b-a2c9-4a18-b82f-d83a4a8293c9,2019-01-28 06:03:00,2021-01-20 11:23:00,,2048-03-08,active,6.28.4, Lima,TO,2021-01-20 11:23:00,225.531511048246,6,0.0,0,29,none,,,
122181ed-a83c-4b66-8b4c-cff0fec52c50,2017-07-20 02:15:00,2021-01-18 11:23:00,,2053-04-18,active,4.30.13, Lima da Mata,TO,2021-01-18 11:23:00,197.706872106861,9,1186.24123264117,6,31,direct,,,
4188eda1-509e-4b25-8616-dac3e7d8a052,2018-04-02 18:03:00,2021-01-15 11:23:00,,2063-02-17,active,2.30.6, da Mata,RO,2021-01-15 11:23:00,212.954806892288,9,2129.54806892288,10,34,direct,,,
6b758b92-28db-4aab-89d2-40becb6f0e9d,2020-08-27 20:52:00,2021-01-12 11:23:00,,2062-11-23,paused,3.7.2, Almeida do Galho,PE,2021-01-12 11:23:00,215.031626201718,13,1075.15813100859,5,37,direct,,,
eefa3b7f-496d-4402-9753-a461a1c7a814,2018-12-29 10:02:00,2021-01-08 11:23:00,,2047-06-19,paused,4.20.5, Farias do Campo,AL,2021-01-08 11:23:00,192.720128265534,8,192.720128265534,1,41,organic_search,,,
